5,https://www.whitehelmets.org/
1,https://mail.google.com/mail/u/0/
2,http://newsteller.org
1,https://www.washingtonpost.com/news/worldviews/wp/2016/08/23/we-run-towards-the-screams-meet-the-aleppo-rescue-team-that-saved-5-year-old-omran/
1,http://feeds.feedburner.com/~r/ap/hupq/~3/uZu8R2p2fvQ/id-a789846e297346c58e140c68ec764bf5
1,http://onlinebaseweb.com/syrias-white-helmets-protest-against-killings-of-rescue-workers
1,http://www.mediasuarakyat.ga/2017/08/innalillah-tujuh-relawan-white-helmets.html
1,http://p.feedblitz.com/r3.asp?l=138728891&f=26412&u=39045968&c=5661631
6,https://www.rt.com/news/388960-white-helmets-execution-footage/
1,http://theduran.com/cnn-busted-using-actors-to-stage-muslim-outrage-in-london-after-terror-attacks/
1,https://societyresource.com/seven-white-helmets-medics-murdered-in-idlib/
1,https://extrasensoryprecepts.blogspot.com/2017/06/white-helmets-member-caught-on-camera.html
1,https://sputniknews.com/amp/middleeast/201707191055698612-white-helmets-syria-nato-intervention-syria/
1,http://www.thetruthseeker.co.uk/?p=153739
2,http://www.manxradio.com/news/isle-of-man-news/purple-helmets-and-white-helmets-team-up-for-final-time/
1,http://therealnews.com/t2/index.php?option=com_content&task=view&id=31&Itemid=74&jumival=19889#.WabcuUngQyc.twitter
14,http://www.independent.co.uk/news/world/middle-east/syria-white-helmets-civil-defence-service-donation-uk-search-and-rescue-dfid-a7901091.html
1,http://www.thefringenews.com/father-of-famous-aleppo-boy-just-exposed-how-the-us-white-helmets-lied-to-the-world/
1,https://www.veteranstoday.com/2017/05/02/white-helmets-fakery-rakes-in-the-cash/
1,http://www.thedailysheeple.com/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda_062017
2,https://www.newsdeeply.com/womenandgirls/articles/2017/08/24/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets
1,https://www.sott.net/article/318008-The-White-Helmets-A-rescue-and-assist-organization-for-terrorists
68,https://act.thesyriacampaign.org/sign/peoples-million
5,https://www.ems1.com/international/articles/314646048-7-White-Helmets-paramedics-killed-in-Syrias-Idlib/
1,http://seosem.es
1,http://www.bbc.co.uk/news/world-us-canada-40413563
2,http://21stcenturywire.com/2016/09/23/exclusive-the-real-syria-civil-defence-expose-natos-white-helmets-as-terrorist-linked-imposters/
27,http://www.aljazeera.com/news/2017/08/white-helmets-medics-killed-syria-idlib-170812211919453.html
1,http://www.bilgitorbasi.org/old-fashioned-white-helmets-display-team-wound-up-as-army-looks-to-promote-more-high-tech-role/
6,https://www.yahoo.com/news/latest-rebels-fighting-damascus-suburbs-kill-20-133821600.html
1,http://gridirongarb.blogspot.com/2017/06/umass-redmen-1953-54.html
3,http://www.washingtonsblog.com/2017/06/new-video-destroys-little-omran-white-helmets-propaganda-proves-wh-terrorists-used-boy-propaganda.html
4,http://21stcenturywire.com/2017/08/01/james-le-mesurier-the-british-mercenary-who-founded-the-white-helmets/
1,https://sputniknews.com/middleeast/20170719/1055698612/white-helmets-syria-nato-intervention-syria.html
1,http://syria.trendolizer.com/2017/06/john-pilger-the-white-helmets-are-a-complete-propaganda-construct-1.html
3,https://sputniknews.com/middleeast/201707141055541366-white-helmets-defamation-campaign/
1,http://www.wrongkindofgreen.org/2015/04/13/seven-steps-of-highly-effective-manipulators-white-helmets-avaaz-nicholas-kristof-syria-no-fly-zone/
78,https://www.rt.com/news/393809-white-helmets-mutilated-bodies/
1,http://feeds.feedburner.com/~r/Breakingnews-GoogleNieuws/~3/nccs1X57B3A/url
1,https://steemit.com/news/@v4vapid/sy-hersh-explodes-syrian-chemical-weapons-attack-narrative-part-1
6,https://www.buzzfeed.com/jamesball/uk-search-and-rescue-teams-are-donating-equipment-to-syrias
1,http://www.dailystar.com.lb/News/Middle-East/2017/Aug-14/415922-gunmen-storm-white-helmets-office-in-idlib-killing-seven.ashx#.WZD2h8x0TA8.twitter
14,http://www.independent.co.uk/news/world/middle-east/white-helmets-seven-paramedics-shot-dead-idlib-province-sarmin-rebel-oscar-netflix-documentary-syria-a7890191.html
5,http://abcnews.go.com/International/wireStory/white-helmets-members-shot-dead-northwestern-syria-49173635
1,http://feeds.feedburner.com/~r/google/tUAik/~3/PvNG56mlAjI/url
1,https://www.mintpressnews.com/john-pilger-the-white-helmets-are-a-complete-propaganda-construct/228238/
1,http://www.globalresearch.ca/syrias-white-helmets-and-terrorists-the-jib-al-qubeh-war-crime-in-aleppo-denied-by-channel-4/5606930#sthash.ebb5uH3N.uxfs
1,http://www.mintpressnews.com/investigation-white-helmets-committing-acts-terror-across-syria/231597/#.WbB0VKdK228.twitter
1,http://p.feedblitz.com/r3.asp?l=138728891&f=26412&u=35434575&c=5661601
1,http://iloapp.nancysix.org/blog/blog?Home&post=1701
1,https://open.spotify.com/artist/2AkkjjtnOgbXAjWvUR2AyH
1,http://p.feedblitz.com/r3.asp?l=138728891&f=26412&u=36431589&c=5661631
1,https://en.wikipedia.org/w/index.php?title=Talk%3AWhite_Helmets_%28Syrian_Civil_War%29&diff=784131522&oldid=784130976
1,http://feeds.feedburner.com/~r/google/dHre/~3/w1Ct2il-oyI/url
1,http://blauerbote.com/2017/02/20/white-helmets-oder-ein-oscar-fuer-al-qaida/
1,https://www.newsdeeply.com/syria/community/2017/08/28/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets-2
1,https://www.liveleak.com/view?i=3f1_1501611368
2,https://www.alligatorarmy.com/2017/8/28/16216672/florida-gators-uniforms-michigan-blue-color-rush-nike-white-helmets
1,https://www.activistpost.com/2017/08/msm-weeps-for-dead-white-helmets-terrorist
